Date,Provider,Num,Rate
2026-03-31,PixBestpay,2319,100.08
2026-03-31,PixSitobankpay,997,103.32
2026-03-31,PixNewCbpay,963,100.00
2026-03-31,PixBcpay,882,100.00
2026-03-31,PixGlobalpay,379,100.00
2026-03-31,PixTransafepay,346,100.00
2026-03-31,PixSqpay,300,100.00
2026-03-31,PixWanlihuipay,286,101.04
2026-03-31,PixWaterpay,194,102.06
2026-03-31,PixFuyingpay,122,100.00
2026-03-31,PixNewcashpay,97,102.22
2026-03-31,PixEpay2,29,100.00
2026-03-31,PixUupay,23,100.00
2026-03-31,PixWodipay,17,100.00
2026-03-31,PixCepay,4,100.00
2026-03-31,PixNewwinpay,3,100.00
2026-04-01,PixU2cpay,34243,100.00
2026-04-01,PixUnivepay,8999,101.07
2026-04-01,PixGogo2pay,6969,101.01
2026-04-01,Pix4zpay,4115,100.04
2026-04-01,PixBestpay,2587,100.00
2026-04-01,PixNewCbpay,1700,100.00
2026-04-01,PixSitobankpay,1240,103.49
2026-04-01,PixTransafepay,1009,100.00
2026-04-01,PixBcpay,760,100.00
2026-04-01,PixSqpay,371,101.07
2026-04-01,PixGlobalpay,356,100.00
2026-04-01,PixWaterpay,293,102.73
2026-04-01,PixEpay2,141,100.00
2026-04-01,PixNewwinpay,124,100.00
2026-04-01,PixFuyingpay,69,100.00
2026-04-01,PixUupay,53,100.00
2026-04-01,PixCepay,20,100.00
2026-04-01,PixNewcashpay,13,100.00
2026-04-01,PixOwenpay,7,100.00
2026-04-02,PixU2cpay,37481,100.03
2026-04-02,PixUnivepay,9083,101.15
2026-04-02,PixGogo2pay,7402,101.37
2026-04-02,Pix4zpay,4653,100.02
2026-04-02,PixBestpay,2555,100.00
2026-04-02,PixNewCbpay,1034,99.80
2026-04-02,PixTransafepay,1034,100.09
2026-04-02,PixBcpay,929,100.21
2026-04-02,PixSitobankpay,576,103.49
2026-04-02,PixSqpay,328,100.00
2026-04-02,PixUaupay,238,100.84
2026-04-02,PixGlobalpay,158,100.00
2026-04-02,PixFuyingpay,72,100.00
2026-04-02,PixNewwinpay,61,100.00
2026-04-02,PixCepay,35,125.00
2026-04-02,PixNewcashpay,17,100.00
2026-04-02,PixOwenpay,6,100.00
2026-04-02,PixKilipay,3,100.00
2026-04-02,PixEzpay,3,100.00
2026-04-02,PixUupay,2,100.00
2026-04-02,PixWanlihuipay,1,100.00
2026-04-02,PixEpay2,1,100.00
2026-04-03,PixU2cpay,39199,99.99
2026-04-03,PixUnivepay,10344,100.85
2026-04-03,PixGogo2pay,7305,101.06
2026-04-03,Pix4zpay,4685,99.97
2026-04-03,PixBestpay,2983,100.00
2026-04-03,PixSitobankpay,983,102.78
2026-04-03,PixNewCbpay,800,100.25
2026-04-03,PixBcpay,734,100.00
2026-04-03,PixTransafepay,711,100.00
2026-04-03,PixWanlihuipay,316,100.00
2026-04-03,PixSqpay,299,100.00
2026-04-03,PixFuyingpay,55,100.00
2026-04-03,PixNewwinpay,54,100.00
2026-04-03,PixKilipay,15,100.00
2026-04-03,PixEpay2,15,100.00
2026-04-03,PixUupay,5,100.00
2026-04-03,PixNewcashpay,4,100.00
2026-04-03,PixCepay,1,100.00
2026-04-04,PixU2cpay,37331,100.02
2026-04-04,PixUnivepay,6753,100.44
2026-04-04,PixGogo2pay,6211,100.74
2026-04-04,Pix4zpay,4505,100.02
2026-04-04,PixBestpay,2857,100.00
2026-04-04,PixSitobankpay,1204,102.75
2026-04-04,PixTransafepay,884,100.00
2026-04-04,PixBcpay,690,100.00
2026-04-04,PixWodipay,620,100.00
2026-04-04,PixNewCbpay,386,100.00
2026-04-04,PixSqpay,307,100.65
2026-04-04,PixWanlihuipay,234,100.00
2026-04-04,PixFuyingpay,20,100.00
2026-04-04,PixCepay,17,100.00
2026-04-04,PixNewwinpay,9,100.00
2026-04-04,PixEpay2,4,100.00
2026-04-04,PixNewcashpay,3,100.00
2026-04-04,PixUupay,2,100.00
2026-04-05,PixU2cpay,34492,99.98
2026-04-05,PixUnivepay,7363,100.70
2026-04-05,PixGogo2pay,5394,100.66
2026-04-05,Pix4zpay,4094,100.00
2026-04-05,PixBestpay,2683,100.00
2026-04-05,PixSitobankpay,963,101.14
2026-04-05,PixBcpay,788,100.00
2026-04-05,PixTransafepay,623,100.00
2026-04-05,PixWodipay,586,100.00
2026-04-05,PixCepay,469,102.36
2026-04-05,PixNewCbpay,403,100.00
2026-04-05,PixSqpay,402,100.24
2026-04-05,PixNewwinpay,39,100.00
2026-04-05,PixUupay,16,100.00
2026-04-05,PixEpay2,10,100.00
2026-04-06,PixU2cpay,33430,99.99
2026-04-06,PixUnivepay,6355,100.76
2026-04-06,PixGogo2pay,5228,101.09
2026-04-06,Pix4zpay,4633,100.02
2026-04-06,PixBestpay,1796,100.00
2026-04-06,PixSitobankpay,1464,102.20
2026-04-06,PixNewCbpay,867,100.00
2026-04-06,PixTransafepay,759,100.00
2026-04-06,PixBcpay,687,100.00
2026-04-06,PixCepay,529,133.46
2026-04-06,PixWodipay,505,100.00
2026-04-06,PixSqpay,279,100.36
2026-04-06,PixNewwinpay,55,100.00
2026-04-06,PixUupay,22,100.00
2026-04-06,PixEpay2,20,100.00
2026-04-07,PixU2cpay,37184,100.04
2026-04-07,PixUnivepay,5941,100.57
2026-04-07,PixGogo2pay,5797,101.10
2026-04-07,Pix4zpay,4640,99.97
2026-04-07,PixBestpay,2795,100.00
2026-04-07,PixSitobankpay,1413,103.99
2026-04-07,PixTransafepay,900,100.00
2026-04-07,PixBcpay,864,100.00
2026-04-07,PixWodipay,850,100.00
2026-04-07,PixSqpay,335,100.29
2026-04-07,PixNewCbpay,221,100.00
2026-04-07,PixCepay,192,104.72
2026-04-07,PixGdppay,48,108.69
2026-04-07,PixNewwinpay,25,100.00
2026-04-07,PixEpay2,4,100.00
2026-04-07,PixUupay,2,100.00
2026-04-08,PixU2cpay,38700,100.02
2026-04-08,PixUnivepay,8059,101.14
2026-04-08,PixGogo2pay,6040,101.04
2026-04-08,Pix4zpay,4862,100.02
2026-04-08,PixBestpay,3848,99.97
2026-04-08,PixTransafepay,1121,100.00
2026-04-08,PixSitobankpay,1083,104.07
2026-04-08,PixNewCbpay,952,99.89
2026-04-08,PixBcpay,735,99.86
2026-04-08,PixSqpay,339,100.29
2026-04-08,PixGdppay,132,100.00
2026-04-08,PixUupay,34,100.00
2026-04-08,PixNewwinpay,33,103.33
2026-04-08,PixEpay2,28,100.00
2026-04-08,PixCepay,1,100.00
2026-04-09,PixU2cpay,35186,99.98
2026-04-09,PixUnivepay,6698,101.22
2026-04-09,PixGogo2pay,5901,100.88
2026-04-09,Pix4zpay,5017,100.00
2026-04-09,PixBestpay,3469,100.02
2026-04-09,PixSqpay,990,100.30
2026-04-09,PixSitobankpay,829,103.77
2026-04-09,PixBcpay,699,100.00
2026-04-09,PixTransafepay,313,100.00
2026-04-09,PixGdppay,302,100.00
2026-04-09,PixNewCbpay,300,100.33
2026-04-09,PixGlobalpay,278,100.00
2026-04-09,PixOwenpay,154,101.96
2026-04-09,PixEpay2,32,100.00
2026-04-09,PixUupay,16,100.00
2026-04-09,PixNewwinpay,6,100.00
2026-04-09,PixCepay,1,100.00
2026-04-10,PixU2cpay,32624,100.00
2026-04-10,PixUnivepay,6642,100.88
2026-04-10,PixGogo2pay,5174,102.12
2026-04-10,Pix4zpay,4266,100.00
2026-04-10,PixBestpay,3006,100.03
2026-04-10,PixSitobankpay,1294,103.49
2026-04-10,PixSqpay,925,100.21
2026-04-10,PixBcpay,534,100.18
2026-04-10,PixNewCbpay,513,100.00
2026-04-10,PixCepay,47,100.00
2026-04-10,PixNewwinpay,39,100.00
2026-04-10,PixEpay2,31,100.00
2026-04-10,PixUupay,20,100.00
2026-04-11,PixU2cpay,34227,100.00
2026-04-11,PixUnivepay,7259,101.33
2026-04-11,PixGogo2pay,5782,101.62
2026-04-11,PixBestpay,4503,100.02
2026-04-11,Pix4zpay,2814,99.96
2026-04-11,PixSitobankpay,1564,103.41
2026-04-11,PixSqpay,885,100.22
2026-04-11,PixBcpay,406,100.00
2026-04-11,PixWodipay,255,100.00
2026-04-11,PixNewCbpay,174,100.00
2026-04-11,PixKppay,64,100.00
2026-04-11,PixEpay2,24,100.00
2026-04-11,PixNewwinpay,22,100.00
2026-04-11,PixUupay,20,100.00
2026-04-11,PixCepay,1,100.00
2026-04-12,PixU2cpay,30647,99.99
2026-04-12,PixUnivepay,7440,100.87
2026-04-12,PixGogo2pay,5657,101.36
2026-04-12,PixBestpay,3170,100.00
2026-04-12,Pix4zpay,3087,100.06
2026-04-12,PixNewCbpay,1411,100.00
2026-04-12,PixSitobankpay,1111,103.17
2026-04-12,PixBcpay,392,100.00
2026-04-12,PixWodipay,384,100.00
2026-04-12,PixSqpay,288,100.00
2026-04-12,PixCepay,73,100.00
2026-04-12,PixNewwinpay,32,100.00
2026-04-12,PixUupay,10,100.00
2026-04-12,PixEpay2,7,100.00
2026-04-12,PixKppay,5,100.00
2026-04-13,PixU2cpay,31073,99.99
2026-04-13,PixUnivepay,5803,100.98
2026-04-13,PixGogo2pay,5736,101.08
2026-04-13,Pix4zpay,3244,100.00
2026-04-13,PixBestpay,3234,100.00
2026-04-13,PixSitobankpay,1098,102.10
2026-04-13,PixWodipay,898,99.88
2026-04-13,PixBcpay,617,100.48
2026-04-13,PixSqpay,135,100.00
2026-04-13,PixNewCbpay,69,100.00
2026-04-13,PixNewwinpay,54,100.00
2026-04-13,PixUupay,15,100.00
2026-04-13,PixEpay2,6,100.00
2026-04-13,PixKppay,2,100.00
2026-04-13,PixCepay,1,100.00
2026-04-14,PixU2cpay,28832,100.02
2026-04-14,PixUnivepay,7853,100.98
2026-04-14,PixGogo2pay,5029,102.62
2026-04-14,PixBestpay,3652,100.02
2026-04-14,Pix4zpay,2664,99.96
2026-04-14,PixNewCbpay,1180,100.00
2026-04-14,PixSitobankpay,771,102.08
2026-04-14,PixWodipay,746,100.13
2026-04-14,PixBcpay,633,100.00
2026-04-14,PixKubaopay,420,100.00
2026-04-14,PixSqpay,109,100.00
2026-04-14,PixNewwinpay,73,100.00
2026-04-14,PixWaterpay,42,102.50
2026-04-14,PixUupay,13,100.00
2026-04-14,PixEpay2,11,100.00
2026-04-14,PixKppay,7,100.00
2026-04-14,PixCepay,1,100.00
2026-04-15,PixU2cpay,29697,99.99
2026-04-15,PixUnivepay,5978,100.01
2026-04-15,PixGogo2pay,5058,100.00
2026-04-15,PixBestpay,3512,100.00
2026-04-15,Pix4zpay,3180,100.00
2026-04-15,PixWodipay,622,100.00
2026-04-15,PixBcpay,433,100.00
2026-04-15,PixWanlihuipay,426,100.00
2026-04-15,PixKubaopay,366,100.00
2026-04-15,PixSqpay,241,100.00
2026-04-15,PixSitobankpay,239,100.00
2026-04-15,PixNewCbpay,89,100.00
2026-04-15,PixNewwinpay,22,100.00
2026-04-15,PixEpay2,13,100.00
2026-04-15,PixUupay,8,100.00
2026-04-15,PixKppay,8,100.00
2026-04-15,PixCepay,1,100.00
2026-04-16,PixU2cpay,31276,100.02
2026-04-16,PixUnivepay,6704,100.01
2026-04-16,PixGogo2pay,5332,100.00
2026-04-16,PixBestpay,3579,100.00
2026-04-16,Pix4zpay,3322,100.03
2026-04-16,PixWodipay,769,100.00
2026-04-16,PixWanlihuipay,688,100.00
2026-04-16,PixNewCbpay,610,100.00
2026-04-16,PixBcpay,417,100.24
2026-04-16,PixSqpay,206,100.00
2026-04-16,PixKubaopay,203,100.00
2026-04-16,PixKppay,87,100.00
2026-04-16,PixSitobankpay,50,100.00
2026-04-16,PixCepay,37,100.00
2026-04-16,PixNewwinpay,19,100.00
2026-04-16,PixEpay2,13,100.00
2026-04-16,PixUupay,10,100.00
2026-04-17,PixU2cpay,30152,99.99
2026-04-17,PixUnivepay,6783,100.00
2026-04-17,PixGogo2pay,5204,100.01
2026-04-17,Pix4zpay,2933,99.86
2026-04-17,PixSitobankpay,710,100.00
2026-04-17,PixNewCbpay,639,100.00
2026-04-17,PixBcpay,416,100.00
2026-04-17,PixWanlihuipay,384,100.00
2026-04-17,PixSqpay,348,100.00
2026-04-17,PixGlobalpay,334,100.00
2026-04-17,PixKubaopay,199,100.00
2026-04-17,PixEpay2,17,100.00
2026-04-17,PixKppay,14,100.00
2026-04-17,PixUupay,12,100.00
2026-04-17,PixCepay,1,100.00
2026-04-18,PixU2cpay,31527,99.98
2026-04-18,PixUnivepay,7308,100.00
2026-04-18,PixGogo2pay,5909,99.98
2026-04-18,Pix4zpay,3857,100.10
2026-04-18,PixWanlihuipay,631,100.00
2026-04-18,PixBcpay,551,100.00
2026-04-18,PixNewCbpay,538,100.00
2026-04-18,PixSqpay,365,100.00
2026-04-18,PixSitobankpay,274,100.00
2026-04-18,PixEpay2,62,100.00
2026-04-18,PixUupay,24,100.00
2026-04-18,PixTransafepay,11,100.00
2026-04-18,PixKppay,11,100.00
2026-04-18,PixCepay,1,100.00
2026-04-19,PixU2cpay,30234,99.99
2026-04-19,PixUnivepay,6712,100.00
2026-04-19,PixGogo2pay,5126,100.01
2026-04-19,Pix4zpay,2474,100.04
2026-04-19,PixSitobankpay,1024,100.00
2026-04-19,PixBcpay,515,100.00
2026-04-19,PixSqpay,322,100.00
2026-04-19,PixNewCbpay,263,100.00
2026-04-19,PixWanlihuipay,239,100.00
2026-04-19,PixTransafepay,37,100.00
2026-04-19,PixKppay,14,100.00
2026-04-19,PixUupay,9,100.00
2026-04-19,PixEpay2,4,100.00
2026-04-19,PixCepay,1,100.00
2026-04-20,PixU2cpay,26000,100.02
2026-04-20,PixUnivepay,6792,100.00
2026-04-20,PixGogo2pay,5235,100.01
2026-04-20,Pix4zpay,3201,99.96
2026-04-20,PixNewCbpay,834,100.00
2026-04-20,PixSitobankpay,791,100.00
2026-04-20,PixBcpay,568,100.00
2026-04-20,PixCepay,442,100.00
2026-04-20,PixWanlihuipay,406,100.00
2026-04-20,PixSqpay,301,100.00
2026-04-20,PixKppay,51,100.00
2026-04-20,PixEpay2,34,100.00
2026-04-20,PixUupay,27,100.00
2026-04-20,PixTransafepay,25,100.00
2026-04-21,PixU2cpay,31583,100.03
2026-04-21,PixUnivepay,7180,100.00
2026-04-21,PixGogo2pay,5625,99.98
2026-04-21,Pix4zpay,3039,100.03
2026-04-21,PixNewCbpay,1215,100.00
2026-04-21,PixSitobankpay,948,100.10
2026-04-21,PixBcpay,641,100.00
2026-04-21,PixSqpay,304,100.00
2026-04-21,PixWanlihuipay,104,100.00
2026-04-21,PixKppay,34,100.00
2026-04-21,PixEpay2,33,100.00
2026-04-21,PixTransafepay,31,100.00
2026-04-21,PixUupay,24,100.00
2026-04-21,PixCepay,1,100.00
2026-04-21,PixMegipay,1,
2026-04-22,PixU2cpay,27576,100.00
2026-04-22,PixUnivepay,6410,100.00
2026-04-22,PixGogo2pay,4535,100.02
2026-04-22,PixBestpay,4028,100.00
2026-04-22,Pix4zpay,2107,100.00
2026-04-22,PixBcpay,519,100.00
2026-04-22,PixWanlihuipay,489,100.00
2026-04-22,PixSitobankpay,436,100.23
2026-04-22,PixGlobalpay,402,100.00
2026-04-22,PixNewCbpay,387,100.00
2026-04-22,PixWodipay,380,100.00
2026-04-22,PixSqpay,270,100.00
2026-04-22,PixKppay,64,100.00
2026-04-22,PixTransafepay,50,100.00
2026-04-22,PixCepay,36,100.00
2026-04-22,PixNewwinpay,22,100.00
2026-04-22,PixEpay2,20,100.00
2026-04-22,PixUupay,8,100.00
2026-04-23,PixU2cpay,27266,100.00
2026-04-23,PixUnivepay,6634,99.98
2026-04-23,PixGogo2pay,4627,100.04
2026-04-23,PixBestpay,3267,100.00
2026-04-23,Pix4zpay,2940,100.00
2026-04-23,PixNewCbpay,446,100.00
2026-04-23,PixBcpay,396,100.00
2026-04-23,PixWanlihuipay,295,100.00
2026-04-23,PixSqpay,208,100.00
2026-04-23,PixSitobankpay,191,100.00
2026-04-23,PixCepay,125,100.00
2026-04-23,PixKppay,73,100.00
2026-04-23,PixTransafepay,26,100.00
2026-04-23,PixGlobalpay,23,100.00
2026-04-23,PixEpay2,18,100.00
2026-04-23,PixNewwinpay,13,100.00
2026-04-23,PixUupay,6,100.00
2026-04-24,PixU2cpay,27319,99.98
2026-04-24,PixUnivepay,7846,100.01
2026-04-24,PixGogo2pay,4180,100.02
2026-04-24,Pix4zpay,2638,100.00
2026-04-24,PixBestpay,2469,100.00
2026-04-24,PixBcpay,656,100.00
2026-04-24,PixSitobankpay,433,100.00
2026-04-24,PixNewCbpay,399,100.00
2026-04-24,PixSqpay,279,100.00
2026-04-24,PixWanlihuipay,198,100.00
2026-04-24,PixNewwinpay,67,100.00
2026-04-24,PixTransafepay,40,100.00
2026-04-24,PixEpay2,28,100.00
2026-04-24,PixUupay,24,100.00
2026-04-24,PixKppay,18,100.00
2026-04-24,PixCepay,1,100.00
2026-04-25,PixU2cpay,30607,100.00
2026-04-25,PixUnivepay,6518,100.00
2026-04-25,PixGogo2pay,5409,100.00
2026-04-25,PixBestpay,4002,100.00
2026-04-25,Pix4zpay,3079,100.00
2026-04-25,PixBcpay,575,100.00
2026-04-25,PixSitobankpay,431,99.76
2026-04-25,PixWanlihuipay,324,100.00
2026-04-25,PixSqpay,265,100.00
2026-04-25,PixNewCbpay,254,100.00
2026-04-25,PixNewwinpay,74,100.00
2026-04-25,PixEpay2,38,100.00
2026-04-25,PixTransafepay,27,100.00
2026-04-25,PixUupay,26,100.00
2026-04-25,PixKppay,15,100.00
2026-04-25,PixCepay,1,100.00
2026-04-26,PixU2cpay,29081,99.99
2026-04-26,PixUnivepay,6790,100.00
2026-04-26,PixGogo2pay,5104,100.01
2026-04-26,PixBestpay,2881,100.00
2026-04-26,Pix4zpay,2407,99.95
2026-04-26,PixNewCbpay,2324,100.00
2026-04-26,PixSitobankpay,495,100.20
2026-04-26,PixBcpay,391,100.00
2026-04-26,PixSqpay,264,100.00
2026-04-26,PixCepay,38,100.00
2026-04-26,PixTransafepay,30,100.00
2026-04-26,PixUupay,24,100.00
2026-04-26,PixNewwinpay,20,100.00
2026-04-26,PixEpay2,17,100.00
2026-04-26,PixKppay,5,100.00
2026-04-27,PixU2cpay,28777,100.02
2026-04-27,PixUnivepay,6278,100.00
2026-04-27,PixGogo2pay,4541,100.00
2026-04-27,PixBestpay,3071,99.96
2026-04-27,Pix4zpay,2479,100.08
2026-04-27,PixNewCbpay,1037,100.00
2026-04-27,PixSitobankpay,473,100.00
2026-04-27,PixBcpay,434,100.00
2026-04-27,PixSqpay,240,100.00
2026-04-27,PixGoldapay,143,100.00
2026-04-27,PixNewwinpay,48,100.00
2026-04-27,PixEpay2,32,100.00
2026-04-27,PixTransafepay,27,100.00
2026-04-27,PixUupay,16,100.00
2026-04-27,PixKppay,3,100.00
2026-04-27,PixCepay,3,100.00
